appid,cluster_id,umap_x,umap_y,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
237930,0,11.5340605,1.5536274,0.0111145207605313,0.8999796549187955,0.0111146214460901,0.0111124731679446,0.0111129175077841,0.0111142018123355,0.0111116076833331,0.0111158402626513,0.0111121706555225,0.0111119917850116
417910,5,10.238416,4.6165104,0.0041680055584516,0.0041675647287561,0.004167570671647,0.0041679539938917,0.0041682515803618,0.0041678880677137,0.9624892203972722,0.0041682996029228,0.0041676331587475,0.0041676122402351
22330,0,12.463629,1.4157563,0.0034490859780342,0.0034486446049342,0.0034484010374574,0.968962433493025,0.00344853760928,0.0034485178042919,0.0034486984660781,0.0034486076079366,0.0034485608967117,0.0034485125022505
1755910,1,6.9686494,2.7760224,0.0166704122708351,0.0166686012620951,0.0166685299459687,0.0166681763634477,0.0166742540709845,0.0166681053192465,0.8499730863171512,0.0166747394517175,0.0166671833795535,0.0166669116189996
1676130,4,10.34226,1.6775149,0.0071429892589125,0.0071434445506875,0.0071440568435038,0.0071448749051213,0.0071442504394471,0.007144423632532,0.9357022357378216,0.0071451746070337,0.007144183086812,0.0071443669381282
1987080,4,8.737591,1.2144239,0.0076934070157204,0.0076931000364966,0.0076933515685356,0.0076937585841035,0.4245812670517656,0.0076958253512299,0.0076952949855336,0.007693087999556,0.5138678527031153,0.0076930547039428
962130,5,9.003789,4.775278,0.0090923867221127,0.009091558111106,0.0090922454850654,0.0090918587024016,0.0090920013092198,0.9181722659667052,0.009091061262059,0.0090915538477533,0.0090919986761397,0.009093069917437
350640,1,8.521953,0.7014668,0.0062511534683194,0.006250810770119,0.0062520404196525,0.0062513033621743,0.0062512345569147,0.0062515585704463,0.0062509534614994,0.9437370942580828,0.0062520753392502,0.0062517757935409
243470,4,10.315226,0.24371305,0.0200045733119829,0.0200045848107745,0.0200000603288561,0.0200030758627214,0.0200072908037355,0.0200064709024577,0.0200018717160412,0.0200035937182294,0.0200021451442948,0.8199663334009062
312990,1,6.99052,2.6631181,0.0200003545713665,0.0200043012001462,0.0200029139111628,0.0200014912919613,0.8199588810637205,0.0200151384268173,0.0200008731837599,0.0200017796168197,0.0200072741983076,0.0200069925359378
7940,2,12.092449,5.327725,0.0041673824215863,0.0041673509998164,0.0041672056823642,0.0041670120080313,0.0041669350287536,0.0041668892293386,0.004167039369524,0.9624962938832718,0.004166980902688,0.0041669104746252
1049590,1,12.507088,3.0399654,0.0058830959640427,0.0058835871814089,0.0058839384447485,0.0058841584300924,0.0058834369809752,0.0058841944045978,0.0058834023952899,0.9470477243130104,0.0058828009893372,0.0058836608964966
355180,2,10.437509,2.8965712,0.0076943742837013,0.0076932723783995,0.0076933373543952,0.0076956219613727,0.5598664836090311,0.378579305755582,0.0076943978555959,0.0076951028028913,0.0076945298125692,0.0076935741864616
200260,4,11.272239,-0.053399283,0.0125010928079931,0.0125004356302865,0.145754060939794,0.012500465175829,0.0125023075965572,0.0125005483368304,0.7542399785019438,0.0125000000558718,0.0125003277327316,0.0125007832221622
374320,0,12.214191,0.90177155,0.0071458851940341,0.007143664178019,0.9357010114864374,0.0071439158039064,0.0071435991091863,0.007143351900893,0.0071438518130408,0.0071475078101892,0.0071436540972988,0.0071435586069944
2001120,1,7.882752,2.319585,0.0111114619297729,0.0111114375710024,0.0111134295942818,0.0111126686342496,0.8999822208580248,0.0111144211520355,0.0111137552950765,0.0111141889818961,0.0111141673876233,0.0111122485960366
218230,2,10.648444,4.5191054,0.0066675277076468,0.006667227660795,0.0066679108484018,0.0066681674598954,0.9399884099613616,0.0066672658184651,0.006668676277936,0.0066700787359231,0.0066676420408078,0.0066670934887672
640590,1,7.8164797,2.4275901,0.0047625883739802,0.0047628791912502,0.0047625202923206,0.3183919071704393,0.0047626751556462,0.0047625836437679,0.0047630826542609,0.6435069664865315,0.00476258155108,0.0047622154807229
529340,3,9.26418,7.342387,0.0062505843259265,0.0062521182319318,0.006250373709508,0.0062506293823202,0.0062520053754363,0.0062517279856286,0.0062505187917202,0.9437404136489502,0.0062502075089755,0.0062514210396022
1129580,5,8.473097,5.4929786,0.0050012962611464,0.431612141759688,0.0050006218448674,0.0050009884920988,0.0050016365132318,0.2177748298804745,0.0050007237534172,0.0050009771059977,0.0050007156581957,0.3156060687308822
287700,4,10.10846,0.76724905,0.7373399463082725,0.2226537020147369,0.00500038305995,0.005001613421556,0.005001043343901,0.0050006894438183,0.0050007989714134,0.0050007976531272,0.0050006539111409,0.0050003718720833
244210,5,6.3235598,5.995411,0.0111119792997419,0.0111116726784475,0.0111130410186143,0.01111258576526,0.0111121609237719,0.0111111584917274,0.8999920312298052,0.0111125754594748,0.0111114920998699,0.0111113030332864
750920,4,10.749789,0.95724857,0.0166701460089101,0.0166690761639705,0.0166719363960472,0.0166678986552543,0.0166685035920337,0.8499804469677031,0.016667259826899,0.0166671780519042,0.0166687395967848,0.0166688147404926
674020,2,11.427014,4.8000574,0.0050009281862404,0.1102778784709917,0.0050008239427587,0.005001424312781,0.5848404427677159,0.0050009282038082,0.2698745350469858,0.0050011228332127,0.0050012180533952,0.0050006981821102
202990,2,10.622602,4.412345,0.0058831786330553,0.0058837367695023,0.0058826494542796,0.0058824987689902,0.9470513016369118,0.0058827003679845,0.0058831148732779,0.0058848727491131,0.0058830784187458,0.0058828683281388
1237970,2,10.953704,4.3442025,0.0038472527584138,0.0038474629975221,0.0038465620189452,0.0038469089494294,0.0038469070036925,0.003846330188,0.0038472125014671,0.0038470849663255,0.0038479705095111,0.9653763081066928
324800,4,11.308174,2.5336928,0.1628781332301758,0.0062506504727977,0.0062504984253614,0.0062506877270804,0.0062510782010607,0.0062505507179521,0.0062506570265318,0.0062521073151014,0.0062508653013087,0.7871147715826297
300,2,11.246365,5.5497026,0.0166699997943336,0.0166671748852726,0.0166674120662998,0.0166687206566676,0.016669102662175,0.0166671088207664,0.0166705510311804,0.0166689149317768,0.849983205332937,0.0166678098185903
245620,3,8.809347,6.7580633,0.0055561621428135,0.4439490740776708,0.005556275523965,0.0055567965381291,0.0055566949967261,0.0055559251867085,0.5115991456084226,0.0055576858272931,0.0055564384484149,0.005555801649856
1240440,4,11.125699,2.878488,0.0083360272105279,0.008336150755715,0.0083343887114201,0.0083355405200625,0.924982658140588,0.0083344467839124,0.0083351065491788,0.0083353070141418,0.0083355892219666,0.0083347850924868
245170,1,11.797667,-0.8983879,0.0066691395684999,0.0066674474078595,0.0066691402878011,0.0066689816764853,0.0066675245345497,0.0066673933529806,0.9399856793456276,0.006668117479287,0.0066678211248084,0.0066687552221005
526870,5,8.945209,5.0760794,0.0052642794188422,0.0052642530271144,0.00526507166694,0.0052647932629507,0.4430796061997087,0.2606948121044,0.0052641498294145,0.0052641481369853,0.0052639429668713,0.2593749433867727
1259420,4,9.419278,4.0034003,0.0050011208395665,0.0050012832343243,0.0050009760552853,0.005000731632424,0.0050012180555104,0.9549904911018414,0.0050008448418814,0.005002183464724,0.0050003824164853,0.0050007683579569
1266680,4,8.358295,1.1775221,0.0166684696479744,0.0166675674225261,0.0166676587007832,0.0166697206682065,0.0166680257572985,0.8499852786773181,0.0166686485338045,0.0166677123966247,0.0166681322442968,0.0166687859511668
48000,1,7.664297,1.8620428,0.0333380432581066,0.0333333335463974,0.0333556404862465,0.0333355663309568,0.0333350141100062,0.033333333501637,0.0333472517555467,0.0333333335050849,0.0333333336281922,0.6999551498778253
24240,2,10.148932,3.6035843,0.0166677292484935,0.0166691902974946,0.0166710841272335,0.0166677735175645,0.849977178004456,0.0166709074178512,0.0166685813596962,0.0166689986629747,0.0166700439967468,0.0166685133674883
775500,0,12.5174675,0.8090403,0.0076929832585448,0.9307589886009344,0.0076941116000504,0.0076928965705138,0.007693776233952,0.007693872927296,0.0076928418059824,0.0076933214851878,0.0076929535945583,0.0076942539229797
342200,2,10.766005,4.5742,0.0062519114204483,0.0062510159931655,0.0062530176915935,0.0062506028487576,0.006252100504912,0.0062523301688,0.0062512682079117,0.0062515421405909,0.9437348275159072,0.0062513835079128
1468810,0,6.242222,1.693253,0.007143878211727,0.007143204390719,0.0071441498850913,0.007144593769831,0.5652224139616854,0.007144230219264,0.0071461859115759,0.0071429238670768,0.3776240757838581,0.0071443439991711
378540,0,11.322398,1.4296409,0.0166675829432598,0.0166678523385362,0.0166677639208803,0.0166679036453181,0.5218561008799975,0.3448014072121652,0.016667859189127,0.0166682878399031,0.0166680941663239,0.0166671478644885
703080,3,8.000022,6.2638535,0.0043480187810614,0.9608645302639858,0.0043482708414023,0.0043483834143614,0.0043486040075257,0.004348879598538,0.0043480157809176,0.004348005873367,0.0043481578511318,0.0043491335877085
220440,0,11.859338,0.24748488,0.0200033797911851,0.0200012861535024,0.3943662669855992,0.4456049063580559,0.0200041436255059,0.020006617311522,0.0200010395419453,0.0200026388007117,0.0200034032583706,0.0200063181736015
1145350,0,5.6965475,1.8460543,0.0076944332023182,0.0076936479993612,0.5580057661463281,0.0076946221129656,0.0076928308728192,0.0076930652637591,0.0076928536429395,0.2961184651631058,0.0920202262821908,0.0076940893142119
39120,0,12.654133,2.2964597,0.0043507776840672,0.0043487195454634,0.0043490329766842,0.0043485017326851,0.0043484502446818,0.960859780935149,0.0043491113651902,0.0043485757008269,0.0043485293590174,0.0043485204562341
1085660,2,11.446273,2.6877875,0.190456111245367,0.0100012794117254,0.0100015557822967,0.0100008596550537,0.7295329677658443,0.0100021862588224,0.0100006422428805,0.0100025407366284,0.0100005286549085,0.0100013282464728
1491000,2,10.793842,4.485737,0.413139144293056,0.0066674052109502,0.006667359323494,0.0066673719925815,0.5335190197857556,0.0066675538996253,0.006667675727189,0.0066693438190084,0.0066677196208725,0.0066674063274672
368500,4,10.536979,0.7463382,0.009091883326366,0.0090915942490116,0.9181702451734296,0.0090931050855838,0.0090919694608663,0.0090923287466162,0.0090922959605632,0.0090919140916073,0.0090917035487629,0.0090929603571926
304930,5,10.987679,3.0947683,0.0100011907379187,0.0100011584282677,0.5264566592198303,0.0100001263541553,0.0100033528960635,0.3935293291424648,0.0100009512698294,0.0100015129706308,0.0100033544935902,0.0100023644872489
380600,5,7.6917315,5.5271606,0.0058841280887759,0.005883216077521,0.0058833543949234,0.0058854656256507,0.9470475111395584,0.0058826146179366,0.0058836767606531,0.005883242700881,0.0058835820185107,0.0058832085755887
311860,1,13.1889105,1.5440375,0.0100034960665365,0.0100012873010521,0.01000198984465,0.010000249784356,0.0100008697044189,0.0100009122172727,0.0100036789931169,0.0100024722331766,0.010001402798871,0.9099836410565488
701160,3,8.672253,6.3720484,0.0040005790519406,0.0040012101902102,0.0040022565425925,0.0040007619678484,0.0040012074158713,0.6128303828549324,0.0040006424119811,0.3551601330466596,0.0040016276502434,0.0040011988677202
252950,1,4.673134,5.1559424,0.0043485695704239,0.0043481504907296,0.0043485883739526,0.0043491379287988,0.0043486752817547,0.0043482308110525,0.9608637764455188,0.0043481822816608,0.0043483398150509,0.0043483490010567
495420,5,10.31616,2.959609,0.0052633638457681,0.0052658276821878,0.0052633371168808,0.0052636999727229,0.0052648212779773,0.8148303458196264,0.0052636927138871,0.0052636090619479,0.0052635255221201,0.143057776986881
440900,5,9.008967,4.701904,0.2469172854964833,0.005263749511206,0.0052643825023774,0.1485487396338958,0.0052647227726602,0.5676843048881715,0.0052642434728205,0.0052639387404321,0.0052642776978758,0.0052643552840772
8980,4,11.301991,2.4948218,0.0045462496632366,0.0045461578274119,0.00454706215117,0.0045460806611139,0.0045467576291813,0.0045460566318322,0.0045462221171144,0.9590835314867988,0.0045460464916855,0.0045458353404548
509980,4,9.04158,1.2506268,0.0125011656930951,0.0125000926965577,0.0125006910543447,0.012501441175514,0.0125012553350922,0.0125028678924383,0.8874848153235904,0.0125046527719421,0.0125009463218779,0.0125020717355473
2551020,2,10.051859,3.5985546,0.0090931789041393,0.0090923288309208,0.0090914277556048,0.0090926013445603,0.9181671516063912,0.0090935935963974,0.0090927881226521,0.009093371645703,0.0090917813692881,0.0090917768243428
510840,1,7.799224,3.0281193,0.0047630504306054,0.0047630601920591,0.7547139219347883,0.0047634218091522,0.2071795686036715,0.0047632792436494,0.0047639137709789,0.0047631957128072,0.0047630191068738,0.0047635691954137
322330,5,9.062172,4.3646097,0.0083362310391551,0.0083351577071952,0.0083339502164558,0.0083346962458658,0.0083360869852435,0.3672830534254298,0.0083357899037174,0.0083347642791497,0.0083351756823974,0.5660350945153899
323580,1,6.586145,1.8765324,0.0058833214496125,0.0058827298555849,0.0058830978236418,0.9470499820108093,0.0058832477259222,0.0058837958322692,0.0058831106513686,0.0058831114729101,0.0058833787710848,0.0058842244067963
224260,5,10.503963,3.0077338,0.0090918287979463,0.0090933690704463,0.0090913238148031,0.0090915635240892,0.0090925435608499,0.0090953111938832,0.0090919462675129,0.9181679248759218,0.0090912478763929,0.0090929410181539
407530,5,9.482018,4.8479724,0.0062511431226761,0.00625043200375,0.5572270590846075,0.0062514701679781,0.006251880993285,0.392762345323184,0.0062505000401264,0.0062531718205348,0.0062514818480984,0.0062505155957593
975370,3,8.646262,6.366184,0.0083338067270325,0.008334201392727,0.0083345267556885,0.0083344341664435,0.5249546054672857,0.4083703266683015,0.0083335871926858,0.008335084363145,0.0083343133526071,0.0083351139140831
961200,2,11.974186,3.712965,0.0058832980634585,0.0058838492664249,0.0058830024913752,0.5035051176660698,0.4494277751671006,0.0058830373662806,0.0058834196789268,0.0058839097272445,0.005883579387099,0.0058830111860198
12120,4,9.910648,-0.27269784,0.0111136378616675,0.0111133034031986,0.011113098976986,0.137172629628352,0.0111144578613457,0.0111123071334831,0.0111116259228045,0.0111158920845325,0.011111340847741,0.7739217062798889
270880,3,7.6996927,6.157795,0.5848693918641288,0.007693193145114,0.0076927262137584,0.0076933067841327,0.3535852860488947,0.0076928430335788,0.0076928386265598,0.0076934875059302,0.0076934928139582,0.0076934339639439
67370,4,9.280172,1.3803034,0.0090914167223033,0.009092681839806,0.2284352392489448,0.0090922431018931,0.0090918914906601,0.0090943267142622,0.0090916686175637,0.6988252497673888,0.0090937312383076,0.0090915512588699
990080,0,12.362387,1.4433234,0.0083359794917664,0.0083352951262251,0.0083356682116437,0.0083380364539823,0.0083346112698949,0.924981588800237,0.0083336686699533,0.008335275000106,0.0083341123303154,0.0083357646458756
409720,4,10.400419,1.5380241,0.0100005706789234,0.0100013313742908,0.0100009073955327,0.0100017980422676,0.0100013209364255,0.0100063283855177,0.0100005808676743,0.0100003672001331,0.0100016756129391,0.9099851195062952
1366540,3,8.825569,6.0618315,0.4029329878772664,0.0050013035823909,0.0050019372971683,0.0050011687722314,0.0050007107277973,0.5570565428678662,0.0050008186458836,0.0050012637235065,0.0050016661531229,0.005001600352766
17330,4,9.801035,2.4222445,0.0058835215527875,0.1213462584155675,0.0058839526440704,0.0058841491359331,0.0058840686734525,0.0058830422817192,0.4322178202292452,0.4052504494738987,0.0058837063764126,0.0058830312169128
755790,2,11.572154,3.7467842,0.011113325390913,0.0111117172319647,0.0111131617196477,0.0111151582849751,0.0111130712830758,0.011112351970503,0.0111113274532853,0.7824367110817958,0.1286609042693597,0.0111122713144794
1817070,4,11.192034,0.08900679,0.0038469019615358,0.0038468887115559,0.9653797601136548,0.0038468827300982,0.0038466139582097,0.0038465879809104,0.003846416042705,0.0038466857476392,0.003846385832444,0.0038468769212469
400,1,7.796998,2.1749234,0.0052645498427847,0.005263893704112,0.0052642017056218,0.0052640799929893,0.0052640015266415,0.0052646204955432,0.0052643430854805,0.9526206164592004,0.0052648690819722,0.0052648241056539
418460,2,11.306027,5.393385,0.0066682355339281,0.0066686088194331,0.0066673957389598,0.0066676297571849,0.0066683186507458,0.0066668088628595,0.1979699018602476,0.0066685132128034,0.00666828726593,0.7486863002979074
9900,0,12.732982,2.5981503,0.0045466577500157,0.0045465369513558,0.0045469690378296,0.0045465386589235,0.0045466532574454,0.004546490594358,0.9590798194451636,0.004545996507306,0.0045464909477837,0.0045478468498183
972660,1,7.685211,5.5043554,0.0062520077261146,0.0062522524724761,0.0062502106816545,0.006251303346995,0.500986252586387,0.0062512947177829,0.449000995138768,0.0062520380180683,0.0062520867166626,0.0062515585950906
621060,1,7.676605,6.079981,0.0066681542702218,0.00666860966167,0.0066677749443278,0.4461796667253522,0.0066700671685314,0.00666832907599,0.0066678943658259,0.006667268230615,0.0066671002443962,0.5004751353130693
280790,5,8.964358,4.843664,0.01667105570518,0.0166707128065008,0.8499654568079663,0.0166706322591129,0.0166720819652201,0.0166699752808828,0.0166690539401186,0.0166694795319454,0.0166687792433391,0.0166727724597335
9480,4,9.741717,-0.386356,0.0062517527973818,0.9437409401491472,0.0062508509518179,0.0062507633395142,0.006251970143862,0.0062511405694396,0.0062508165108576,0.0062514332436155,0.0062502113520537,0.0062501209423098
391720,4,8.410916,1.2331136,0.0166682055274083,0.0166698234076048,0.0166672123515668,0.0166706375428808,0.8499692805255862,0.0166735702731256,0.0166684866251405,0.0166728286712446,0.0166713430866711,0.0166686119887711
1361210,4,10.897639,2.622727,0.2987089765086607,0.0055564742180486,0.0055570901954786,0.0055566861131539,0.0055562560366556,0.005556906648144,0.0055565961416288,0.4773439361105403,0.0055563192918336,0.1850507587358555
1399780,0,11.600156,3.7183273,0.0076936774796722,0.0076934532922752,0.0076935318655183,0.0076942052511969,0.0076932751872163,0.0076938111610255,0.0076940429108733,0.9307572752664536,0.0076932887671472,0.0076934388186212
113400,4,10.024471,-0.024747547,0.3938322015961647,0.2788692237125019,0.0052643241977463,0.0052641204869809,0.0052644180506571,0.0052645879467778,0.005264202076821,0.2904483135641366,0.0052641375549875,0.0052644708132258
1515950,1,7.0644255,2.807679,0.0250044712511392,0.025001813807754,0.0250032047622979,0.0250051156019971,0.7749640150947069,0.0250031149621358,0.0250039909618063,0.0250095532185554,0.0250018576366344,0.0250028627029724
221040,4,9.582391,1.406706,0.012502025346024,0.0125027299758204,0.0125018212409445,0.8874701823759548,0.0125015599308689,0.0125095927343498,0.0125017345593554,0.0125040753355625,0.0125043575996998,0.0125019209014194
2622000,1,5.8130403,3.0111818,0.0058841457270921,0.0058827212577015,0.0058829583666175,0.0058839012659884,0.0058836968413835,0.0058829258790629,0.0058840594147255,0.9470481033747534,0.0058840727926457,0.005883415080029
304050,5,9.16703,4.783233,0.0047638123874352,0.0047621950265393,0.0047640833155604,0.0047624816071372,0.4241076635049127,0.0047638196969504,0.0047625054788423,0.0047629336423299,0.0047630496053294,0.5377874557349629
10,2,11.574451,4.760855,0.0040010136864828,0.0040007885886651,0.0040006257983811,0.0040009899595455,0.0040012050221414,0.0040007539403568,0.9639921964400068,0.0040010943352846,0.0040008161897292,0.0040005160394063
1522820,1,9.099028,3.6050396,0.9249925868661224,0.0083341681607669,0.0083337752743532,0.0083338443896021,0.0083336534783901,0.0083342239374411,0.0083337435213881,0.0083353202031473,0.0083346064831501,0.0083340776856383
638970,0,9.893805,-0.09226218,0.0058834002333961,0.4424552309634144,0.005883858823913,0.1720925394205913,0.0058839867194862,0.0058830443510615,0.0058835219167236,0.1949745429166983,0.0058840789002011,0.155175795754514
387990,5,8.977263,4.876506,0.005557031818606,0.0055572432888944,0.785277547034359,0.0055567534217653,0.0055580333912031,0.1702654059697869,0.0055571533916332,0.0055566722035728,0.0055573223113771,0.0055568371688017
202750,4,8.7351055,0.88229644,0.0071443697207969,0.0071434659692601,0.0071436477321728,0.9357026395654005,0.0071465000594271,0.0071435637160375,0.0071441860887471,0.0071442409156307,0.0071433849610453,0.0071440012714817
212680,1,5.7563453,1.9377645,0.0066678282579088,0.0066672578409621,0.939989962006116,0.0066683411203113,0.0066676339423174,0.0066679801501757,0.0066680615631265,0.0066670226298199,0.0066675267551751,0.0066683857340866
302510,0,11.931867,1.6159879,0.0100011447715638,0.0100018234722144,0.0100036495974993,0.0100000724205397,0.0100006661189534,0.0100010825649583,0.0100006203146908,0.0100013598871127,0.0100019952995955,0.9099875855528716
511470,1,7.4544086,1.7318898,0.0066692906234908,0.0066676318200439,0.006667156287503,0.0066682060597458,0.939980407117222,0.0066697751344211,0.0066691267479995,0.0066688071791043,0.0066695525241364,0.006670046506333
1128810,1,6.0503674,3.4856966,0.0083357830488101,0.604559286755904,0.008334227526671,0.0083363723562583,0.0083358866393411,0.1289644971183204,0.0083358181350941,0.008334857954722,0.0083364978645313,0.2081267726003474
239350,1,5.7715383,1.9383638,0.4654083002327096,0.0052645724335573,0.005263945602589,0.0052640129190044,0.0052643319494977,0.1868530568122348,0.0052641449960294,0.3108882035506829,0.0052643122859363,0.0052651192177583
268910,1,6.948758,2.6358967,0.3613131645052697,0.0066674581947129,0.0066689117109531,0.5853426741088842,0.0066678612768917,0.0066681415997738,0.0066680209961833,0.0066681046077598,0.0066679389657967,0.0066677240337744
250400,5,9.3906765,4.0893264,0.0066678390651541,0.006667924823917,0.0066669666735463,0.0066684986379552,0.006667532892757,0.2593194741934026,0.6873379062093184,0.006667858313425,0.0066680747544875,0.0066679244360364
393380,2,11.301047,5.1411915,0.0055565296038755,0.0055561985267611,0.0055564677550673,0.0055568207901797,0.0055570699276733,0.0055559161284335,0.0055579718289025,0.0055570543839174,0.9499892137075808,0.0055567573476086
41500,0,13.439952,0.7598965,0.205184695050736,0.0055571130549349,0.0055566506471414,0.0055572560202985,0.0055563130631918,0.7503621033896541,0.0055567390559215,0.005556964637595,0.0055560966145974,0.0055560684659291
1147550,1,7.756856,0.58479214,0.0111121376693722,0.0111138068080068,0.0111130864847735,0.011113214767802,0.0111134957766201,0.0111120621961,0.4884879957919563,0.4226030262361541,0.0111176175289334,0.011113556740281
1840,1,6.857587,0.90159607,0.0071441606979562,0.0071436923823623,0.0071432380433891,0.0071453291640165,0.0071437444747287,0.0071434053961854,0.007143833634761,0.0071437768719795,0.9357052790661984,0.0071435402684223
261550,3,11.887399,3.0002873,0.0032272539621238,0.0032263544984066,0.0032264710926527,0.7105151378195499,0.0032265635539759,0.2636712039280582,0.0032266237121217,0.0032266196543885,0.0032264496002822,0.0032273221784399
1304930,4,9.320737,1.5502903,0.008335047596014,0.0083357081882358,0.0083335803238051,0.3122077194333669,0.0083371998534655,0.1299775721795576,0.0083356116604707,0.4994673823494134,0.008334418841683,0.0083357595739875
109600,0,12.626659,2.4971797,0.0047637398829496,0.0047632851003319,0.004763445634242,0.004764363998759,0.0047636221914237,0.0047634627090214,0.9571290891803492,0.0047631374473435,0.0047629449700912,0.0047629088854883
450390,1,8.6021805,2.4473352,0.0071439251819301,0.0071432985143227,0.0071434789934626,0.0071430767851185,0.0071444633474901,0.9357031300065516,0.0071446023814477,0.0071442675346454,0.0071450387409341,0.0071447185140966
110800,4,8.717003,0.53866583,0.0111114337257448,0.4695472060103563,0.4415555733254573,0.0111115385903094,0.0111118299643531,0.0111118725881944,0.0111113680373285,0.0111120926729944,0.0111126970947033,0.011114387990558
674940,1,6.9648957,3.1249065,0.0083362594472527,0.008335134605579,0.0083357215821723,0.0083357965552088,0.0083369772608608,0.0083353380209681,0.0083352106658198,0.0083348523868945,0.0083382634310005,0.9249764460442432
805550,5,6.2128663,5.9068594,0.0066673798935118,0.0066678056304909,0.0066672294622671,0.9399899793600534,0.0066674116084002,0.006667340028517,0.0066688936241323,0.0066687187333953,0.0066676593904834,0.0066675822687482
524220,0,12.120457,0.3991853,0.0100008735627858,0.0100016039081141,0.5421126148870594,0.0100010494094323,0.0100007449963078,0.3778795644563603,0.0100006944429862,0.0100013290242062,0.0100003541983034,0.0100011711144438
304240,4,9.621532,1.3671399,0.0100010902335517,0.0100022713308597,0.0100005182648899,0.909987155322837,0.0100008952125634,0.0100043284998467,0.0100010372246528,0.0100004416644541,0.0100009671868047,0.0100012950595396
355840,5,10.932322,3.3360279,0.0055566914995298,0.0055567711396289,0.0055568591597437,0.0055571970861689,0.0055573111094262,0.9499869482397684,0.0055564631669905,0.0055579551505823,0.0055569751311054,0.0055568283170556
252130,1,8.4356,3.5732665,0.0166684158938959,0.0166700261592997,0.0166682680525685,0.8499701112529625,0.0166703768713169,0.0166715491741063,0.0166688130341205,0.0166711012763308,0.016668942606265,0.0166723956791334
268420,0,12.942378,2.2893438,0.0052650012460679,0.0052640082053404,0.0052656175794748,0.0052639592357742,0.0052651898704387,0.9526198616069212,0.0052645755399532,0.0052644291407597,0.0052636607485573,0.0052636968267121
1790600,1,11.652047,-0.77073777,0.0071455138609175,0.0071441461944469,0.0071444692328302,0.0071449516918596,0.0071436738528106,0.0071433585893729,0.0071462086913242,0.0071461980561818,0.935698205269716,0.00714327456054
1167630,5,6.538495,5.7994404,0.0052644793290663,0.9526236414620486,0.0052640417266386,0.0052639108579289,0.0052649344737116,0.0052639392776537,0.0052641549729201,0.0052637060295252,0.0052636778260514,0.0052635140444549
2012510,3,9.377321,6.0953984,0.5346495407243016,0.0037043703392722,0.0037040853242907,0.0037044495027917,0.1382386650327812,0.0037044194395592,0.3011807762731396,0.0037047441453542,0.0037042358737352,0.0037047133447739
32470,3,9.916532,7.588991,0.0050009354474776,0.0891632320725187,0.4062673232850916,0.0050009709532245,0.0050004563611814,0.0050002639290335,0.2504531676269636,0.0050009855073567,0.0050011518770235,0.2241115129401283
606150,1,5.604731,1.8915551,0.0142873878347054,0.0142868151169726,0.8714142026526868,0.014287559173758,0.0142867520732209,0.0142896174238736,0.0142866545738198,0.0142877255302914,0.0142871547062567,0.0142861309144146
